gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
2319;Lieu de vaccination d' ETAIN (salle Brasse et Focosi);;0.99999999596577;55181_0110_00011;11;Rue du Contour;55400;55181;Étain;49.2141;5.63652;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;18595;18595;2021-03-31 16:11:49.130948;;à préciser;à préciser;à préciser;à préciser;à préciser;à préciser;à préciser;t;;2021-03-08;https://www.maiia.com/centre-de-vaccination/55400-etain/centre-de-vaccination-d--etain;+33372850117;;;;;f;;{}
2536;UHSI BORDEAUX;;0.99999999837753;33522_0770_00002;12;Rue Dubernat;33400;33522;Talence;44.8139;-0.601105;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;21506;21506;2021-05-05 13:53:02.558841;330781196;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSI}
185;Centre de vaccination du CH du Puy en Velay (Emile Roux);;0.99999933605546;43251_0045_00097;;ZAC des All. des Portes Occitanes, ;43750;43251;Vals-près-le-Puy;45.0231;3.87875;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;20310;2021-11-15 09:52:26.83855;non;;;;;;;;f;;2021-01-06;https://partners.doctolib.fr/hopital-public/espaly-saint-marcel/centre-de-vaccination-covid-19-ch-puy-en-velay?pid=practice-164904?speciality_id=5494&enable_cookies_consent=1;+33471043314;;Grand centre;;;f;;"{""Sécurité Civile""}"
2985;Centre de vaccination - OFII ;;0.9999988965654;95127_0207_00001;1;Rue des Chauffours;95000;95127;Cergy;49.0399;2.07556;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;20396;20396;2021-11-15 16:40:48.774715;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-09-20;;;;;;;t;;
2632;CV éphémère Château-Renard;;0.99999959885594;45083_0140_00023;57;place de l'hôtel de ville;45220;45083;Château-Renard;47.9335;2.92607;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-09-24 13:39:58.783456;oui;selon planning;selon planning;selon planning;selon planning;fermé;fermé;fermé;f;2021-11-25;2021-10-11;https://partners.doctolib.fr/vaccination-covid-19/chateau-renard/centre-de-vaccination-covid-19-mobile-croix-rouge-est-du-loiret?pid=practice-191757&enable_cookies_consent=1;06 31 93 99 27;07 60 33 67 51;;t;t;f;f;"{""Equipe mobile""}"
1611;MSP Usson du Poitou;;1;86276_0280_00002;20;Chemin du Désert;86350;86276;Usson-du-Poitou;46.2759;0.533892;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18326;18327;2021-10-14 11:56:21.775333;oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-03-01;https://partners.doctolib.fr/centre-de-vaccinations-internationales/usson-du-poitou/centre-de-vaccination-covid-19-sisa-pole-sante?pid=practice-173641&enable_cookies_consent=1;;;;t;;f;;
1336;Centre de Vaccination Territorial et hospitalier BSAV - Gymnase Pierre Pieri;;0.99999995237825;07042_0614_00033;33;Avenue Marechal Leclerc;07700;07042;Bourg-Saint-Andéol;44.38;4.64215;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;GARIBALDI RUE;69003;69383;LYON 3EME;288;164;2021-08-26 08:41:44.399193;OUI;08:45-12:00/13:45-17:00;fermé;08:45-12:00/13:45-17:00;fermé;fermé;fermé;fermé;t;2021-08-27;2021-02-03;https://partners.doctolib.fr/centre-de-sante/bourg-saint-andeol/centre-de-vaccination-territorial-bourg-saint-andeol?pid=practice-166627&enable_cookies_consent=1;+33800009110;;;t;;t;f;"{""Sécurité Civile""}"
15;Grand centre de vaccination;;1;08105_2400_00045;45;Avenue de Manchester;08000;08105;Charleville-Mézières;49.7617;4.69512;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;18318;2021-11-18 15:27:22.464392;;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;;;t;;2021-04-12;https://partners.doctolib.fr/hopital-public/charleville-mezieres/centre-hospitalier-intercommunal-nord-ardennes-charleville-fumay-sedan?pid=practice-171700&enable_cookies_consent=1;+33972760250 ;;;f;;f;;
65;CH JONZAC (réservé aux professionnels de santé);;0.99999979726459;17197_y4e55t_00004;4;Avenue Winston Churchill;17500;17197;Jonzac;45.4391;-0.433836;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;112;2021-06-06 20:00:01.716419;OUI;9:00-12:30/14:00-17:00;9:00-12:30/14:00-17:00;9:00-12:30/14:00-17:00;9:00-12:30/14:00-17:00;9:00-12:30/14:00-17:00;fermé;fermé;t;;2021-01-12;https://partners.doctolib.fr/hopital-public/haute-saintonge/centre-de-vaccination-covid-19-haute-saintonge?pid=practice-164575&enable_cookies_consent=1;+33546701035;;réservé aux professionnels de santé libéraux;t;;f;;{}
2986;Maison de quartier de la Rivière des Galets;;0.99999996492812;97408_0305_00011;8 ;Rue Jean Paul Sartre;97419;97408;La Possession;-20.9658;55.3236;130026057;8412Z;AGENCE REGIONALE DE SANTE DE LA REUNION;2;AV GEORGES BRASSENS;97490;97411;SAINT-DENIS;14523;14523;2021-11-17 08:33:23.367074;;09h00-21h00/sans rendez-vous 09h00-21h00;fermé;fermé;fermé;fermé;fermé;fermé;;2021-11-22;2021-11-22;https://vaccination-covid.keldoc.com/redirect/?dom=cabinet-medical&inst=la-possession-97419&user=maison-de-quartier-de-la-riviere-des-galets&specialty=496;0262724720;;;;t;f;f;"{""Equipe mobile""}"
2537;UHSA CADILLAC;;0.9999999951885;33081_0024_00085;89;Rue Cazeaux-Cazalet;33410;33081;Cadillac;44.6351;-0.318002;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;21506;21506;2021-05-05 13:58:04.610674;330781295;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSA}
32;CHRU Tours / Centre de vaccination - réservé aux professionnels en exercice;;0.99999999216843;37261_2740_00001;5;Rue Jehan Fouquet;37000;37261;Tours;47.389;0.682825;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18350;2021-06-06 20:00:01.686338;;9h-18h;9h-18h;9h-18h;9h-18h;9h-18h;fermé;fermé;t;;2021-01-06;https://partners.doctolib.fr/hopital-public/tours/centre-de-vaccination-covid-chru-tours-reserve-aux-professionnels-de-sante?pid=practice-162207&enable_cookies_consent=1;+33247477560;;Réservé aux professionnels de santé;f;;t;;{}
1397;Centre de vaccination - Châteauneuf-sur-Loire - Espace Florian;;0.99999999200783;45082_0080_00011;11;Avenue Albert Viger;45110;45082;Châteauneuf-sur-Loire;47.8675;2.22114;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18192;2021-11-15 09:58:09.339244;;fermé;fermé;fermé;ouvert;ouvert;fermé;fermé;t;2021-11-28;2021-02-08;https://partners.doctolib.fr/centre-de-sante/chateauneuf-sur-loire/centre-de-vaccination-chateauneuf-sur-loire?pid=practice-170415&enable_cookies_consent=1;0 800 009 110;;;;;t;f;
2188;Centre de vaccination de Noron - Niort;;1;79191_0307_00006;6;Rue Archimède;79000;79191;Niort;46.3284;-0.489942;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18113;18692;2021-11-15 17:25:44.403855;oui;09:00-13:00/13:30-20:00 ;09:00-13:00/13:30-20:00 ;09:00-13:00/13:30-20:00 ;09:00-13:00/13:30-20:00 ;09:00-13:00/13:30-20:00 ;09:00-13:00/13:30-17:00 ;Fermé;t;;2021-04-07;https://partners.doctolib.fr/centre-de-sante/niort/centre-de-vaccination-covid-niortais?pid=practice-166014&enable_cookies_consent=1;+33764393608;;;t;;f;f;"{""Séc. Civ. concourant""}"
1468;CH de Rambouillet;Arrêté SIDPC du 22/01/2021 (RAA 78-2021-01-22-024);1;78517_0621_00007;7;Rue Pierre et Marie Curie;78120;78517;Rambouillet;48.6525;1.82661;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18227;18227;2021-06-06 20:00:02.873231;;13h-17h30;13h-17h30;fermé;13h-17h30;13h-17h30;fermé;fermé;t;;2021-01-06;https://partners.doctolib.fr/centre-depistage-covid/rambouillet/point-prelevement-pcr-covid-19-rambouillet?pid=practice-162600&enable_cookies_consent=1;+33134 83 77 21;;;t;f;t;t;{}
2916;Centre de vaccination éphémère Sainte-Geneviève des Bois;;0.99999996898375;45278_0191_00004;Espace Colette;Chemin de la Rivière;45230;45278;Sainte-Geneviève-des-Bois;47.8183;2.81904;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;20001;18192;2021-09-24 13:38:34.674656;oui;selon planning;selon planning;selon planning;selon planning;fermé;fermé;fermé;f;2021-11-04;2021-09-20;https://www.doctolib.fr/vaccination-covid-19/chateau-renard/centre-de-vaccination-covid-19-mobile-croix-rouge-est-du-loiret?highlight%5Bspeciality_ids%5D%5B%5D=5494&pid=practice-205749;07 60 33 67 51;;;t;t;f;f;"{""Equipe mobile""}"
2538;UHSA TOULOUSE;;0.99999999959731;31555_3064_00134;134;Route d’Espagne;31100;31555;Toulouse;43.5596;1.42436;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;21506;21506;2021-05-05 14:00:42.483704;310780754;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSA}
1589;Centre de vaccination Molsheim ;;1;67300_0470_00010;10;Rue du Maréchal Foch;67120;67300;Molsheim;48.5433;7.49381;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;19794;22327;2021-11-16 10:06:34.818182;;08:30-11:40/14:00-17:30;08:30-11:40/14:00-17:30;08:30-11:40/14:00-17:30;08:30-11:40/14:00-17:30;08:30-11:40/14:00-17:30;08:30-11h40;fermé;t;;2021-03-01;https://partners.doctolib.fr/centre-de-sante/molsheim/centre-de-vaccination-covid-19-molsheim?pid=practice-173886&enable_cookies_consent=1;09 70 81 81 61;;;t;;f;f;
810;Centre gérontologique départemental;;0.9999997329313;13204_6274_00153;176;Avenue de Montolivet;13012;13204;Marseille;43.3111;5.40969;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;20299;2021-07-22 20:00:01.66771;;fermé;8h30-12h00  / 13h30-17h00;8h30-12h00  / 13h30-17h00;8h30-12h00  / 13h30-17h00;fermé;fermé;fermé;t;2021-06-11;2021-01-21;https://partners.doctolib.fr/vaccination-covid-19/marseille/centre-de-vaccination-covid-cgd13-reserve-aux-professionnels-de-sante?pid=practice-164336&enable_cookies_consent=1;+33486578167;;Fermé;;;t;;
1090;Centre de vaccination des Rousses;;0.99999977888305;39470_0490_00281;281;Rue Pasteur;39220;39470;Les Rousses;46.4849;6.06061;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;82;18177;2021-10-04 11:48:20.722162;;13:30-17:30;fermé;fermé;13:30-17:30;fermé;fermé;fermé;t;2021-12-31;2021-01-14;https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-164052&?speciality_id=5494&enable_cookies_consent=1;+33384868600;;Ouvert les semaines 3, 4, 7 et 8;t;;f;;
2320;Lieu de vaccination de Varennes en Argonne (salle polyvalente);;0.99999998384828;55527_0200_00028;28;Rue de Tabur;55270;55527;Varennes-en-Argonne;49.2252;5.03723;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;18595;18595;2021-09-22 11:28:34.063486;;à préciser;à préciser;à préciser;à préciser;à préciser;à préciser;à préciser;t;2021-09-12;2021-02-08;https://www.maiia.com/centre-de-vaccination/55270-varennes-en-argonne/centre-de-vaccination---varennes;+33372850117;;;;;t;f;
2728;Centre de vaccination mobile- Bus vaccinal Pas-de-Calais;;1;62041_0557_00014;;;62000;62041;ARRAS;50.3006;2.74541;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;WILLY BRANDT AV;59777;59350;LILLE;101;21816;2021-08-12 16:37:04.048645;;;;;;;;;;;2021-07-08;;;;;;;f;;
815;Centre de vaccination du Centre Hospitalier du Mont Dore;;0.99999985379797;63236_0040_00002;2;Rue du Capitaine Chazotte;63240;63236;Mont-Dore;45.5747;2.80829;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;18818;2021-10-21 14:30:50.502732;;09:00-11:00;09:00-11:00;09:00-11:00;09:00-11:00/13:30-17:30;09:00-11:00;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/hopital-public/mont-dore/ch-du-mont-dore-centre-de-vaccination?speciality_id=5494&enable_cookies_consent=1;+33473653616;;;t;;f;;"{""Equipe mobile""}"
2732;Andros Biars-sur-Cère;;0.9999974586722;46029_0075_00012;2;Rue Ambroise croisat ;46130;46029;Biars-sur-Cère;44.9358;1.8562;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;HENRI BECQUEREL AV;34000;34172;MONTPELLIER;18080;18080;2021-07-08 17:18:13.935471;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;;;05 65 10 10 10;;;t;f;t;f;"{""Grand centre""}"
2638;CV éphémère Jargeau;;0.9999998885022;45173_0720_00008;;Rue de l'echo - Salle polyvalente;45150;45173;Jargeau;47.8666;2.12227;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-07-09 09:05:11.378086;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/jargeau/centre-de-vaccination-covid-19-ephemere-de-jargeau?pid=practice-192113&enable_cookies_consent=1;;;;;;t;;
652;Centre de Vaccination Montargis;;0.99999995933937;45208_1420;5;rue du Puiseaux ;45200;45208;Montargis;47.9938;2.72633;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-11-15 10:06:29.084954;;9h-12h30 / 14h30-18h;9h-12h30 / 14h30-18h;9h-12h30 / 14h30-18h;9h-12h30 / 14h30-18h;9h-12h30 / 14h30-18h;;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/montargis/centre-de-vaccination-prefecture-du-loiret?speciality_id=5494&enable_cookies_consent=1;0 800 009 110;;;f;;f;;"{""Grand centre""}"
1048;Hôtel de Ville de Marseille;;0.99999879799181;13202_7462_00068;;Quai du Port;13002;13202;Marseille;43.2959;5.37007;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;20299;2021-07-20 10:49:02.113567;;9h-16h;9h-16h;9h-16h;9h-16h;9h-16h;9h-16h;fermé;t;2021-07-18;2021-01-18;https://www.maiia.com/centre-de-vaccination/13002-marseille/centre-de-vaccination-covid---hotel-de-ville---ville-de-marseille;3013;;Fermé;;;t;;
2078;Centre de vaccination municipal d'Argenteuil;2021-219;0.99999998632432;95018_2550_00008;9;Boulevard Heloise;95100;95018;Argenteuil;48.943;2.2547;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18250;20396;2021-11-15 17:55:59.161432;;fermé;9h/12h30 – 14h/17h30;9h/12h30 – 14h/17h30;14h/18h30;9h/12h30 – 14h/17h30;9h/12h30 – 14h/17h30;fermé;t;;2021-03-29;https://partners.doctolib.fr/centre-de-sante/argenteuil/centre-de-vaccination-covid-ville-d-argenteuil?pid=practice-177958&enable_cookies_consent=1;0134234353;;;;;f;f;
1038;Centre de vaccination de l'hôpital de Die;;0.9999999937838;26113_0812_00011;;Rue Leon Archimbaud;26150;26113;Die;44.7569;5.37011;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;18235;18075;2021-10-04 15:04:23.244198;oui;14:00-17:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/hopital-public/die/centre-de-vaccination-covid-ch-die?speciality_id=5494&enable_cookies_consent=1;+33475223291;;;t;;f;;
2733;Ratier-Figeac  ;;0.99999884493949;46102_1915_00023;25;Avenue ratier ;46100;46102;Figeac;44.608;2.01456;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;HENRI BECQUEREL AV;34000;34172;MONTPELLIER;18080;18080;2021-07-26 20:35:53.650689;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-07-30;;;;;;t;f;t;f;"{""Equipe mobile""}"
2734;Centre de vaccination intercommunal de Sarrebourg (gymnase COSEC);;0.99999993301207;57630_0751_00001;;Rue Pierre de Coubertin;57400;57630;Sarrebourg;48.7352;7.06863;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;JOFFRE BD;54000;54395;NANCY;14476;14476;2021-09-08 20:00:01.487086;;Ouvert;Ouvert;Ouvert;Ouvert;Ouvert;Ouvert;fermé;t;;2021-06-21;https://partners.doctolib.fr/vaccination-covid-19/sarrebourg/cosec?pid=practice-203172&enable_cookies_consent=1;+33800009110;;;;;f;f;
1479;Hôtel Dieu;;0.9999999228577;75104_2054_00009;9;Rue de la Cité;75004;75104;Paris;48.8543;2.34773;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18194;18150;2021-11-05 09:47:44.305965;oui;8h30-18h30;8h30-18h30;8h30-18h30;8h30-18h30;8h30-18h30;8h30-18h30;8h30-18h30;t;2021-03-01;2021-01-01;https://partners.doctolib.fr/hopital-public/paris/vacci-hotel-dieu-ap-hp-interne?pid=practice-164073&enable_cookies_consent=1;0800 08 33 46;;;t;f;t;;
1480;LARIBOISIERE AP-HP;;0.99999989409195;75110_4445_00002;2;Rue Ambroise Paré;75010;75110;Paris;48.8823;2.35126;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18194;18150;2021-11-05 09:48:07.065255;oui;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;t;2021-03-01;2021-01-01;;01 49 95 90 00;;;t;f;t;;
1474;CHSSM-Site de Nemours;;0.99999994617181;77333_0180_00020;15;Rue des Chaudins;77140;77333;Nemours;48.262;2.70465;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18332;18150;2021-11-05 10:41:31.912658;OUI;8H30-17H30;8H30-17H30;8H30-17H30;8H30-17H30;8H30-17H30;fermé;fermé;t;2021-03-01;2021-01-08;;;;;t;;t;t;
303;AVICENNE (AHPH - BOBIGNY);;0.99999892171357;93008_8540_00079;125;Rue de Stalingrad;93000;93008;Bobigny;48.9151;2.42922;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;20829;2021-11-09 17:21:19.099399;; 9h30/12h30 et 14h/16h30;13h/16h30 et 18h/20h;9h/12h30 et 14/16h30;13h/16h30 et 18h/20h;9h/12h30 et 14h/16h30;9h/12h30 et 14h/16h30; 9h30/12h30 et 14h/16h30;f;;2021-01-07;https://partners.doctolib.fr/hopital-public/bobigny/centres-de-vaccination-hopital-avicenne-ap-hp?pid=practice-178755&enable_cookies_consent=1;08 09 10 20 89;;possibilité de sans rendez-vous si pas trop de rendez-vous dans la journée;t;;f;f;
821;Centre de vaccination du CH de Firminy;;0.99999995358525;42095_1705_00005;2;Rue Robert Plotton RDC Bâtiment L;42700;42095;Firminy;45.3875;4.28891;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;18075;315;2021-07-22 20:00:01.668985;;09:00-16:00;09:00-16:00;09:00-16:00;09:00-16:00;09:00-16:00;fermé;fermé;;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/firminy/centre-de-vaccination-covid-19-hopital-le-corbusier-firminy?pid=practice-186492&enable_cookies_consent=1;+33970771710;;;;;f;;
2289;Centre de vaccination de Janville - Gymnase Michel Denise;;0.99999999999105;28199_0160_00044;44;Rue de la Madeleine (Janville);28310;28199;Janville-en-Beauce;48.2024;1.87735;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18350;18192;2021-11-15 10:30:13.255668;;fermé;fermé;9h-18h;fermé;fermé;fermé;fermé;t;2021-05-26;2021-04-21;https://partners.doctolib.fr/centre-de-sante/janville/centre-de-vaccination-covid-19-janville?pid=practice-180766&enable_cookies_consent=1;0 800 009 110;;D2 uniquement;;;t;;
2539;UHSI TOULOUSE;;1;31555_8872_00002;2;Rue Viguerie;31300;31555;Toulouse;43.5991;1.43651;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;21506;21506;2021-05-05 14:49:11.097821;310781406;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSI}
1686;Centre de Vaccination éphémère du SDIS;;0.99999949496288;77288_1205_00005;5;Chemin Rural Dit des Mulets;77000;77288;Melun;48.5542;2.63188;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18332;24513;2021-09-26 20:00:02.032613;OUI;fermé;fermé;fermé;fermé;fermé;10h-17h ;10h-17h;t;2021-03-07;2021-03-06;https://partners.doctolib.fr/centre-de-sante/melun/centre-de-vaccination-covid-19-sdis-77?pid=practice-175244&enable_cookies_consent=1;;;;t;f;t;f;"{""Sécurité Civile""}"
940;Centre de vaccination de Ruelle sur Touvre;;0.99999945691106;16291_0800_00045;45;Rue de Puyguillen;16600;16291;Ruelle-sur-Touvre;45.678;0.235674;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18115;24009;2021-11-16 10:17:05.027398;;14:00-17:00;09:00-12:00/14:00-18:00;09:00-12:00/14:00-18:00;09:00-12:00/14:00-18:00;09:00-12:00/14:00-18:00;fermé;fermé;t;2021-12-18;2021-01-18;https://partners.doctolib.fr/centre-de-sante/ruelle-sur-touvre/centre-de-vaccination-covid-msp-de-ruelle-sur-touvre?speciality_id=5494&enable_cookies_consent=1;+33782406008;;;t;;f;;
1072;Centre d'Arbois - espace Pasteur;;0.99999999644825;39013_1720_00001_bis;1bis;Rue du Vieil Hôpital;39600;39013;Arbois;46.9025;5.77478;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;82;18177;2021-11-18 10:58:01.230001;;;13h30-18h30;;;;08:30-12:30;;t;;2021-01-22;https://partners.doctolib.fr/vaccination-covid-19/dole/ars-de-bourgogne-franche-comte?pid=practice-182619&enable_cookies_consent=1;+33384868600;;;t;;f;;"{""Séc. Civ. concourant""}"
2540;UHSA LYON (Simone Veil);;0.99999996030493;69029_1380_00095;95;Boulevard Pinel;69500;69029;Bron;45.7421;4.89402;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;21506;21506;2021-05-05 14:52:13.633976;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSA}
1481;SAINT-ANTOINE AP-HP;;0.99999997083823;75112_3514_00186;186;Rue du Faubourg Saint-Antoine;75012;75112;Paris;48.8502;2.38312;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18194;18150;2021-11-05 09:48:27.38931;oui;9h-17h10;9h-17h10;9h-17h10;9h-17h10;9h-17h10;fermé;fermé;t;2021-03-01;2021-01-01;;0800 08 33 46;;;t;f;t;;
